industry,location_number,state,occupation,sex,initial_wage_per_day,date,num_workers,relative_wage
Agricultural implements,1,Massachusetts,Foremen Woodwork's,M,1.64,1860-01,1,100
Agricultural implements,1,Massachusetts,Laborers,M,1.00,1860-01,2,100
Agricultural implements,1,Massachusetts,Machinists,M,1.665,1860-01,2,100
Agricultural implements,1,Massachusetts,Painters,M,1.25,1860-01,1,100
Agricultural implements,1,Massachusetts,Woodwork's,M,1.333,1860-01,3,100
Agricultural implements,1,Massachusetts,Foremen Woodwork's,M,1.64,1860-07,1,100
Agricultural implements,1,Massachusetts,Laborers,M,1.00,1860-07,2,100
Agricultural implements,1,Massachusetts,Machinists,M,1.665,1860-07,2,100
Agricultural implements,1,Massachusetts,Painters,M,1.25,1860-07,1,100
Agricultural implements,1,Massachusetts,Woodwork's,M,1.333,1860-07,2,103
Agricultural implements,1,Massachusetts,Foremen Woodwork's,M,1.64,1861-01,1,100
Agricultural implements,1,Massachusetts,Laborers,M,1.00,1861-01,2,100
Agricultural implements,1,Massachusetts,Machinists,M,1.665,1861-01,2,108
Agricultural implements,1,Massachusetts,Painters,M,1.25,1861-01,1,100
Agricultural implements,1,Massachusetts,Woodwork's,M,1.333,1861-01,2,103
Agricultural implements,1,Massachusetts,Foremen Woodwork's,M,1.64,1861-07,1,99
Agricultural implements,1,Massachusetts,Laborers,M,1.00,1861-07,2,100
Agricultural implements,1,Massachusetts,Machinists,M,1.665,1861-07,2,108
Agricultural implements,1,Massachusetts,Painters,M,1.25,1861-07,1,100
Agricultural implements,1,Massachusetts,Woodwork's,M,1.333,1861-07,1,94
Agricultural implements,1,Massachusetts,Foremen Woodwork's,M,1.64,1862-01,1,99
Agricultural implements,1,Massachusetts,Laborers,M,1.00,1862-01,2,88
Agricultural implements,1,Massachusetts,Machinists,M,1.665,1862-01,2,100
Agricultural implements,1,Massachusetts,Painters,M,1.25,1862-01,1,100
Agricultural implements,1,Massachusetts,Woodwork's,M,1.333,1862-01,1,113
Agricultural implements,1,Massachusetts,Foremen Woodwork's,M,1.64,1862-07,1,98
Agricultural implements,1,Massachusetts,Laborers,M,1.00,1862-07,1,100
Agricultural implements,1,Massachusetts,Machinists,M,1.665,1862-07,1,84
Agricultural implements,1,Massachusetts,Woodwork's,M,1.333,1862-07,1,113
Agricultural implements,1,Massachusetts,Foremen Woodwork's,M,1.64,1863-01,1,108
Agricultural implements,1,Massachusetts,Laborers,M,1.00,1863-01,3,90
Agricultural implements,1,Massachusetts,Machinists,M,1.665,1863-01,1,113
Agricultural implements,1,Massachusetts,Woodwork's,M,1.333,1863-01,2,113
Agricultural implements,1,Massachusetts,Foremen Woodwork's,M,1.64,1863-07,1,112
Agricultural implements,1,Massachusetts,Laborers,M,1.00,1863-07,5,112
Agricultural implements,1,Massachusetts,Machinists,M,1.665,1863-07,2,101
Agricultural implements,1,Massachusetts,Woodwork's,M,1.333,1863-07,2,119
Agricultural implements,1,Massachusetts,Foremen Woodwork's,M,1.64,1864-01,1,122
Agricultural implements,1,Massachusetts,Laborers,M,1.00,1864-01,2,117
Agricultural implements,1,Massachusetts,Machinists,M,1.665,1864-01,2,108
Agricultural implements,1,Massachusetts,Painters,M,1.25,1864-01,3,89
Agricultural implements,1,Massachusetts,Woodwork's,M,1.333,1864-01,4,124
Agricultural implements,1,Massachusetts,Foremen Woodwork's,M,1.64,1864-07,1,152
Agricultural implements,1,Massachusetts,Laborers,M,1.00,1864-07,3,142
Agricultural implements,1,Massachusetts,Machinists,M,1.665,1864-07,3,123
Agricultural implements,1,Massachusetts,Painters,M,1.25,1864-07,2,106
Agricultural implements,1,Massachusetts,Woodwork's,M,1.333,1864-07,3,161
Agricultural implements,1,Massachusetts,Foremen Woodwork's,M,1.64,1865-01,1,152
Agricultural implements,1,Massachusetts,Laborers,M,1.00,1865-01,3,150
Agricultural implements,1,Massachusetts,Machinists,M,1.665,1865-01,3,125
Agricultural implements,1,Massachusetts,Painters,M,1.25,1865-01,2,113
Agricultural implements,1,Massachusetts,Woodwork's,M,1.333,1865-01,4,169
Agricultural implements,1,Massachusetts,Foremen Woodwork's,M,1.64,1865-07,1,175
Agricultural implements,1,Massachusetts,Laborers,M,1.00,1865-07,7,161
Agricultural implements,1,Massachusetts,Machinists,M,1.665,1865-07,3,138
Agricultural implements,1,Massachusetts,Painters,M,1.25,1865-07,2,127
Agricultural implements,1,Massachusetts,Woodwork's,M,1.333,1865-07,4,189
Agricultural implements,1,Massachusetts,Foremen Woodwork's,M,1.64,1866-01,1,175
Agricultural implements,1,Massachusetts,Laborers,M,1.00,1866-01,6,163
Agricultural implements,1,Massachusetts,Machinists,M,1.665,1866-01,6,131
Agricultural implements,1,Massachusetts,Painters,M,1.25,1866-01,3,124
Agricultural implements,1,Massachusetts,Woodwork's,M,1.333,1866-01,5,191
Agricultural implements,1,Massachusetts,Foremen Woodwork's,M,1.64,1866-07,1,183
Agricultural implements,1,Massachusetts,Laborers,M,1.00,1866-07,5,169
Agricultural implements,1,Massachusetts,Machinists,M,1.665,1866-07,5,134
Agricultural implements,1,Massachusetts,Painters,M,1.25,1866-07,1,120
Agricultural implements,1,Massachusetts,Woodwork's,M,1.333,1866-07,5,179
"Ale, beer, and porter",2,New York,Foremen Laborers,M,1.34,1860-01,1,100
"Ale, beer, and porter",2,New York,Brewers,M,6.39,1860-01,1,100
"Ale, beer, and porter",2,New York,Coopers,M,1.505,1860-01,8,100
"Ale, beer, and porter",2,New York,Laborers,M,0.85,1860-01,26,100
"Ale, beer, and porter",2,New York,Teamsters,M,1.44,1860-01,4,100
"Ale, beer, and porter",2,New York,Foremen Laborers,M,1.34,1860-07,1,100
"Ale, beer, and porter",2,New York,Brewers,M,6.39,1860-07,1,100
"Ale, beer, and porter",2,New York,Coopers,M,1.505,1860-07,8,101
"Ale, beer, and porter",2,New York,Laborers,M,0.85,1860-07,28,99
"Ale, beer, and porter",2,New York,Teamsters,M,1.44,1860-07,3,107
"Ale, beer, and porter",2,New York,Foremen Laborers,M,1.34,1861-01,1,120
"Ale, beer, and porter",2,New York,Brewers,M,6.39,1861-01,1,100
"Ale, beer, and porter",2,New York,Coopers,M,1.505,1861-01,8,101
"Ale, beer, and porter",2,New York,Laborers,M,0.85,1861-01,32,99
"Ale, beer, and porter",2,New York,Teamsters,M,1.44,1861-01,3,107
"Ale, beer, and porter",2,New York,Foremen Laborers,M,1.34,1861-07,1,120
"Ale, beer, and porter",2,New York,Brewers,M,6.39,1861-07,1,100
"Ale, beer, and porter",2,New York,Coopers,M,1.505,1861-07,10,100
"Ale, beer, and porter",2,New York,Laborers,M,0.85,1861-07,30,100
"Ale, beer, and porter",2,New York,Teamsters,M,1.44,1861-07,3,107
"Ale, beer, and porter",2,New York,Foremen Laborers,M,1.34,1862-01,1,120
"Ale, beer, and porter",2,New York,Brewers,M,6.39,1862-01,1,150
"Ale, beer, and porter",2,New York,Coopers,M,1.505,1862-01,7,101
"Ale, beer, and porter",2,New York,Laborers,M,0.85,1862-01,26,99
"Ale, beer, and porter",2,New York,Teamsters,M,1.44,1862-01,3,107
"Ale, beer, and porter",2,New York,Foremen Laborers,M,1.34,1862-07,1,120
"Ale, beer, and porter",2,New York,Brewers,M,6.39,1862-07,1,150
"Ale, beer, and porter",2,New York,Coopers,M,1.505,1862-07,6,101
"Ale, beer, and porter",2,New York,Laborers,M,0.85,1862-07,33,101
"Ale, beer, and porter",2,New York,Teamsters,M,1.44,1862-07,3,107
"Ale, beer, and porter",2,New York,Foremen Laborers,M,1.34,1863-01,1,120
"Ale, beer, and porter",2,New York,Brewers,M,6.39,1863-01,1,150
"Ale, beer, and porter",2,New York,Coopers,M,1.505,1863-01,7,101
"Ale, beer, and porter",2,New York,Laborers,M,0.85,1863-01,26,102
"Ale, beer, and porter",2,New York,Teamsters,M,1.44,1863-01,2,107
"Ale, beer, and porter",2,New York,Foremen Laborers,M,1.34,1863-07,2,115
"Ale, beer, and porter",2,New York,Brewers,M,6.39,1863-07,1,150
"Ale, beer, and porter",2,New York,Coopers,M,1.505,1863-07,8,103
"Ale, beer, and porter",2,New York,Laborers,M,0.85,1863-07,27,114
"Ale, beer, and porter",2,New York,Teamsters,M,1.44,1863-07,2,107
"Ale, beer, and porter",2,New York,Foremen Laborers,M,1.34,1864-01,3,124
"Ale, beer, and porter",2,New York,Brewers,M,6.39,1864-01,1,150
"Ale, beer, and porter",2,New York,Coopers,M,1.505,1864-01,6,125
"Ale, beer, and porter",2,New York,Laborers,M,0.85,1864-01,29,134
"Ale, beer, and porter",2,New York,Teamsters,M,1.44,1864-01,2,107
"Ale, beer, and porter",2,New York,Foremen Laborers,M,1.34,1864-07,3,129
"Ale, beer, and porter",2,New York,Brewers,M,6.39,1864-07,2,150
"Ale, beer, and porter",2,New York,Coopers,M,1.505,1864-07,7,131
"Ale, beer, and porter",2,New York,Laborers,M,0.85,1864-07,28,147
"Ale, beer, and porter",2,New York,Teamsters,M,1.44,1864-07,2,107
"Ale, beer, and porter",2,New York,Foremen Laborers,M,1.34,1865-01,3,136
"Ale, beer, and porter",2,New York,Brewers,M,6.39,1865-01,1,150
"Ale, beer, and porter",2,New York,Coopers,M,1.505,1865-01,5,127
"Ale, beer, and porter",2,New York,Laborers,M,0.85,1865-01,23,151
"Ale, beer, and porter",2,New York,Teamsters,M,1.44,1865-01,2,107
"Ale, beer, and porter",2,New York,Foremen Laborers,M,1.34,1865-07,4,130
"Ale, beer, and porter",2,New York,Brewers,M,6.39,1865-07,1,150
"Ale, beer, and porter",2,New York,Coopers,M,1.505,1865-07,4,148
"Ale, beer, and porter",2,New York,Laborers,M,0.85,1865-07,18,149
"Ale, beer, and porter",2,New York,Teamsters,M,1.44,1865-07,2,107
"Ale, beer, and porter",2,New York,Foremen Laborers,M,1.34,1866-01,4,132
"Ale, beer, and porter",2,New York,Brewers,M,6.39,1866-01,1,250
"Ale, beer, and porter",2,New York,Coopers,M,1.505,1866-01,5,146
"Ale, beer, and porter",2,New York,Laborers,M,0.85,1866-01,30,154
"Ale, beer, and porter",2,New York,Teamsters,M,1.44,1866-01,2,107
"Ale, beer, and porter",2,New York,Foremen Laborers,M,1.34,1866-07,4,132
"Ale, beer, and porter",2,New York,Brewers,M,6.39,1866-07,1,250
"Ale, beer, and porter",2,New York,Coopers,M,1.505,1866-07,5,143
"Ale, beer, and porter",2,New York,Laborers,M,0.85,1866-07,21,152
"Ale, beer, and porter",2,New York,Teamsters,M,1.44,1866-07,2,107
Books and newspapers,5,New York,Foremen Comps.,M,2.00,1860-01,2,100
Books and newspapers,5,New York,Foremen Pressmen,M,2.00,1860-01,1,100
Books and newspapers,5,New York,Carpent's,M,1.315,1860-01,2,100
Books and newspapers,5,New York,Compositors,M,1.665,1860-01,17,100
Books and newspapers,5,New York,Comps. Learners,M,0.695,1860-01,10,100
Books and newspapers,5,New York,Foremen Comps.,M,2.00,1860-07,2,100
Books and newspapers,5,New York,Foremen Pressmen,M,2.00,1860-07,1,100
Books and newspapers,5,New York,Carpent's,M,1.315,1860-07,2,100
Books and newspapers,5,New York,Compositors,M,1.665,1860-07,11,100
Books and newspapers,5,New York,Comps. Learners,M,0.695,1860-07,7,81
Books and newspapers,4,Maryland,Printers: Bk. and Job,M,1.665,1861-01,8,100
Books and newspapers,5,New York,Foremen Comps.,M,2.00,1861-01,2,100
Books and newspapers,5,New York,Foremen Pressmen,M,2.00,1861-01,1,100
Books and newspapers,5,New York,Carpent's,M,1.315,1861-01,1,95
Books and newspapers,5,New York,Compositors,M,1.665,1861-01,20,99
Books and newspapers,5,New York,Comps. Learners,M,0.695,1861-01,8,76
Books and newspapers,4,Maryland,Printers: Bk. and Job,M,1.665,1861-07,8,100
Books and newspapers,5,New York,Foremen Comps.,M,2.00,1861-07,2,100
Books and newspapers,5,New York,Foremen Pressmen,M,2.00,1861-07,1,100
Books and newspapers,5,New York,Compositors,M,1.665,1861-07,17,99
Books and newspapers,5,New York,Comps. Learners,M,0.695,1861-07,6,72
Books and newspapers,4,Maryland,Printers: Bk. and Job,M,1.665,1862-01,6,100
Books and newspapers,5,New York,Foremen Comps.,M,2.00,1862-01,2,100
Books and newspapers,5,New York,Foremen Pressmen,M,2.00,1862-01,1,100
Books and newspapers,5,New York,Carpent's,M,1.315,1862-01,2,95
Books and newspapers,5,New York,Compositors,M,1.665,1862-01,16,99
Books and newspapers,5,New York,Comps. Learners,M,0.695,1862-01,5,81
Books and newspapers,4,Maryland,Printers: Bk. and Job,M,1.665,1862-07,6,100
Books and newspapers,5,New York,Foremen Comps.,M,2.00,1862-07,2,100
Books and newspapers,5,New York,Foremen Pressmen,M,2.00,1862-07,1,100
Books and newspapers,5,New York,Carpent's,M,1.315,1862-07,2,95
Books and newspapers,5,New York,Compositors,M,1.665,1862-07,18,99
Books and newspapers,5,New York,Comps. Learners,M,0.695,1862-07,7,88
Books and newspapers,4,Maryland,Printers: Bk. and Job,M,1.665,1863-01,6,100
Books and newspapers,5,New York,Foremen Comps.,M,2.00,1863-01,2,100
Books and newspapers,5,New York,Foremen Pressmen,M,2.00,1863-01,1,100
Books and newspapers,5,New York,Carpent's,M,1.315,1863-01,1,102
Books and newspapers,5,New York,Compositors,M,1.665,1863-01,21,99
Books and newspapers,5,New York,Comps. Learners,M,0.695,1863-01,5,94
Books and newspapers,4,Maryland,Printers: Bk. and Job,M,1.665,1863-07,8,100
Books and newspapers,5,New York,Carpent's,M,1.315,1863-07,1,102
Books and newspapers,4,Maryland,Printers: Bk. and Job,M,1.665,1864-01,6,120
Books and newspapers,5,New York,Carpent's,M,1.315,1864-01,1,102
Books and newspapers,4,Maryland,Printers: Bk. and Job,M,1.665,1864-07,9,150
Books and newspapers,5,New York,Foremen Comps.,M,2.00,1864-07,2,138
Books and newspapers,5,New York,Foremen Pressmen,M,2.00,1864-07,1,133
Books and newspapers,5,New York,Carpent's,M,1.315,1864-07,1,127
Books and newspapers,5,New York,Compositors,M,1.665,1864-07,23,150
Books and newspapers,5,New York,Comps. Learners,M,0.695,1864-07,4,99
Books and newspapers,4,Maryland,Printers: Bk. and Job,M,1.665,1865-01,12,180
Books and newspapers,5,New York,Foremen Comps.,M,2.00,1865-01,2,150
Books and newspapers,5,New York,Foremen Pressmen,M,2.00,1865-01,1,133
Books and newspapers,5,New York,Carpent's,M,1.315,1865-01,1,127
Books and newspapers,5,New York,Compositors,M,1.665,1865-01,27,150
Books and newspapers,5,New York,Comps. Learners,M,0.695,1865-01,4,108
Books and newspapers,4,Maryland,Printers: Bk. and Job,M,1.665,1865-07,12,180
Books and newspapers,5,New York,Foremen Comps.,M,2.00,1865-07,2,150
Books and newspapers,5,New York,Foremen Pressmen,M,2.00,1865-07,1,142
Books and newspapers,5,New York,Carpent's,M,1.315,1865-07,1,127
Books and newspapers,5,New York,Compositors,M,1.665,1865-07,25,150
Books and newspapers,5,New York,Comps. Learners,M,0.695,1865-07,4,105
Books and newspapers,4,Maryland,Printers: Bk. and Job,M,1.665,1866-01,12,180
Books and newspapers,5,New York,Foremen Comps.,M,2.00,1866-01,2,150
Books and newspapers,5,New York,Foremen Pressmen,M,2.00,1866-01,1,150
Books and newspapers,5,New York,Carpent's,M,1.315,1866-01,1,140
Books and newspapers,5,New York,Compositors,M,1.665,1866-01,23,150
Books and newspapers,5,New York,Comps. Learners,M,0.695,1866-01,5,120
Books and newspapers,4,Maryland,Printers: Bk. and Job,M,1.665,1866-07,12,180
Books and newspapers,5,New York,Foremen Comps.,M,2.00,1866-07,2,150
Books and newspapers,5,New York,Foremen Pressmen,M,2.00,1866-07,1,150
Books and newspapers,5,New York,Compositors,M,1.665,1866-07,26,150
Books and newspapers,5,New York,Comps. Learners,M,0.695,1866-07,3,132
Books and newspapers,5,New York,Machin'ts,M,1.705,1860-01,2,100
Books and newspapers,5,New York,Pressmen,M,1.665,1860-01,1,100
Books and newspapers,5,New York,Pressroom Hands,M,0.612,1860-01,3,100
Books and newspapers,5,New York,Porters,M,0.915,1860-01,2,100
Books and newspapers,5,New York,Folders,F,0.47,1860-01,16,100
Books and newspapers,5,New York,Pressroom Hands,F,0.465,1860-01,6,100
Books and newspapers,5,New York,Machin'ts,M,1.705,1860-07,3,95
Books and newspapers,5,New York,Pressroom Hands,M,0.612,1860-07,1,41
Books and newspapers,5,New York,Porters,M,0.915,1860-07,3,109
Books and newspapers,5,New York,Folders,F,0.47,1860-07,7,99
Books and newspapers,5,New York,Pressroom Hands,F,0.465,1860-07,5,104
Books and newspapers,5,New York,Machin'ts,M,1.705,1861-01,3,95
Books and newspapers,5,New York,Pressmen,M,1.665,1861-01,2,100
Books and newspapers,5,New York,Pressroom Hands,M,0.612,1861-01,3,105
Books and newspapers,5,New York,Porters,M,0.915,1861-01,3,115
Books and newspapers,5,New York,Folders,F,0.47,1861-01,16,91
Books and newspapers,5,New York,Pressroom Hands,F,0.465,1861-01,8,97
Books and newspapers,5,New York,Machin'ts,M,1.705,1861-07,4,95
Books and newspapers,5,New York,Pressmen,M,1.665,1861-07,2,100
Books and newspapers,5,New York,Pressroom Hands,M,0.612,1861-07,4,104
Books and newspapers,5,New York,Porters,M,0.915,1861-07,3,103
Books and newspapers,5,New York,Folders,F,0.47,1861-07,15,94
Books and newspapers,5,New York,Pressroom Hands,F,0.465,1861-07,10,98
Books and newspapers,5,New York,Machin'ts,M,1.705,1862-01,3,94
Books and newspapers,5,New York,Pressmen,M,1.665,1862-01,2,100
Books and newspapers,5,New York,Pressroom Hands,M,0.612,1862-01,5,113
Books and newspapers,5,New York,Porters,M,0.915,1862-01,3,103
